                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    309,                0.82124,                0.37048,                0.85225,                0.97892,                0.95821,                0.96779,                0.67262,                 1.5742,                0.46486,                 1.0003,             0.00065395,             0.00065395,             0.00065395
                    310,                0.80699,                0.34845,                0.84686,                0.96263,                0.94302,                0.95286,                0.66187,                  1.601,                0.46875,                 1.0064,             0.00065066,             0.00065066,             0.00065066
                    311,                0.81811,                0.34663,                0.86774,                0.95913,                0.94302,                0.95353,                0.67197,                 1.6161,                0.46334,                 1.0171,             0.00064737,             0.00064737,             0.00064737
                    312,                0.78535,                 0.3586,                0.87055,                 0.9602,                0.94302,                  0.961,                0.67111,                 1.6268,                0.45307,                 1.0299,             0.00064408,             0.00064408,             0.00064408
                    313,                0.80359,                0.35366,                 0.8648,                0.98259,                0.96154,                0.97566,                0.65837,                 1.6411,                0.46513,                  1.031,             0.00064079,             0.00064079,             0.00064079
                    314,                0.80828,                0.35123,                0.86763,                0.98466,                0.96154,                0.97624,                0.65574,                 1.6253,                0.45681,                 1.0285,              0.0006375,              0.0006375,              0.0006375
                    315,                 0.7993,                 0.3427,                0.85055,                0.98243,                0.95964,                 0.9694,                0.66053,                 1.6111,                0.45838,                 1.0256,             0.00063421,             0.00063421,             0.00063421
                    316,                0.84193,                0.34909,                0.87051,                0.96556,                0.93738,                0.95539,                0.67481,                 1.6076,                 0.4595,                 1.0213,             0.00063093,             0.00063093,             0.00063093
                    317,                0.82379,                0.34841,                0.87433,                0.96604,                0.95737,                0.96957,                0.65981,                 1.6155,                0.45344,                 1.0205,             0.00062764,             0.00062764,             0.00062764
                    318,                0.76242,                0.35136,                0.84692,                0.96726,                0.96054,                0.97035,                0.66295,                 1.6342,                0.45833,                 1.0195,             0.00062435,             0.00062435,             0.00062435
                    319,                0.78341,                0.34185,                0.85761,                0.96343,                0.93999,                0.95589,                0.66074,                 1.6073,                0.45973,                 1.0152,             0.00062106,             0.00062106,             0.00062106
                    320,                0.79222,                0.34694,                0.85451,                0.95879,                0.94155,                0.95481,                0.66818,                 1.5911,                0.46515,                 1.0097,             0.00061777,             0.00061777,             0.00061777
                    321,                  0.753,                0.34087,                0.87188,                0.95929,                0.94302,                0.95389,                0.67025,                 1.5862,                0.46101,                 1.0091,             0.00061448,             0.00061448,             0.00061448
                    322,                0.84598,                0.35773,                0.86278,                0.95894,                0.94302,                0.95373,                0.66687,                 1.5889,                0.45755,                 1.0115,             0.00061119,             0.00061119,             0.00061119
                    323,                0.84336,                0.35507,                0.86632,                0.95931,                0.94302,                0.95352,                0.66265,                 1.6106,                0.46447,                  1.014,              0.0006079,              0.0006079,              0.0006079
                    324,                0.75657,                 0.3453,                0.84805,                0.94209,                0.94302,                0.95144,                0.64911,                 1.6231,                0.46466,                 1.0162,             0.00060461,             0.00060461,             0.00060461
                    325,                0.79571,                0.35446,                0.86017,                0.94176,                0.94302,                0.95135,                0.65691,                 1.6263,                0.46012,                 1.0219,             0.00060132,             0.00060132,             0.00060132
                    326,                0.77277,                0.33984,                0.85744,                0.95888,                0.94302,                0.95218,                0.66492,                 1.6162,                0.45609,                 1.0227,             0.00059803,             0.00059803,             0.00059803
                    327,                0.80537,                0.35527,                0.87576,                0.95854,                0.94302,                0.95173,                0.66134,                 1.5968,                0.45102,                 1.0206,             0.00059475,             0.00059475,             0.00059475
                    328,                0.78676,                0.34665,                0.85409,                0.97626,                0.94302,                0.96584,                0.67076,                 1.5697,                0.45755,                 1.0146,             0.00059146,             0.00059146,             0.00059146
                    329,                0.80421,                0.34647,                0.84946,                0.97927,                0.95375,                0.96638,                0.66296,                 1.5593,                0.44518,                 1.0118,             0.00058817,             0.00058817,             0.00058817
                    330,                0.75675,                0.34712,                0.85055,                0.96652,                0.95609,                0.96535,                0.66865,                 1.5448,                0.45042,                 1.0074,             0.00058488,             0.00058488,             0.00058488
                    331,                0.80002,                0.34895,                0.86539,                 0.9445,                0.94285,                 0.9527,                0.67958,                 1.5572,                0.44725,                 1.0088,             0.00058159,             0.00058159,             0.00058159
                    332,                0.81274,                0.35835,                0.86213,                0.97916,                0.96154,                0.97134,                 0.6698,                 1.5749,                0.45477,                 1.0156,              0.0005783,              0.0005783,              0.0005783
                    333,                0.73228,                0.34435,                0.84114,                 0.9661,                0.96154,                0.97104,                0.66381,                 1.5955,                0.44483,                 1.0193,             0.00057501,             0.00057501,             0.00057501
                    334,                0.84902,                0.35572,                0.86387,                0.93966,                0.94302,                0.95639,                0.66856,                  1.593,                0.45246,                 1.0195,             0.00057172,             0.00057172,             0.00057172
                    335,                 0.7672,                0.34279,                0.84921,                0.93934,                0.94302,                0.95457,                0.66756,                 1.5696,                0.45316,                 1.0149,             0.00056843,             0.00056843,             0.00056843
                    336,                0.80699,                0.34554,                0.84832,                 0.9576,                0.92593,                0.95257,                0.66099,                 1.5617,                0.45252,                 1.0204,             0.00056514,             0.00056514,             0.00056514
                    337,                0.74178,                0.33664,                0.85636,                0.95818,                0.93197,                 0.9618,                0.66691,                 1.5606,                0.46004,                 1.0213,             0.00056185,             0.00056185,             0.00056185
                    338,                0.77045,                0.34432,                0.84051,                0.95875,                0.94302,                 0.9519,                0.66293,                 1.5814,                0.46381,                 1.0237,             0.00055857,             0.00055857,             0.00055857
                    339,                 0.7559,                0.33076,                0.86447,                 0.9697,                0.94302,                0.95176,                0.66374,                 1.5822,                0.46038,                  1.023,             0.00055528,             0.00055528,             0.00055528
                    340,                0.77776,                0.34452,                0.85278,                 0.9782,                0.93831,                0.96259,                0.68037,                 1.5493,                0.45704,                 1.0127,             0.00055199,             0.00055199,             0.00055199
                    341,                0.80037,                0.34885,                0.86482,                0.97193,                0.96154,                0.96301,                0.67366,                 1.5587,                 0.4527,                 1.0108,              0.0005487,              0.0005487,              0.0005487
                    342,                0.75619,                 0.3326,                0.85456,                0.98575,                0.96106,                0.96273,                0.65824,                 1.5939,                0.45064,                 1.0185,             0.00054541,             0.00054541,             0.00054541
                    343,                0.75886,                0.33823,                0.86478,                0.96734,                0.96154,                0.96183,                0.65814,                 1.6126,                0.45999,                 1.0247,             0.00054212,             0.00054212,             0.00054212
                    344,                0.73117,                0.33731,                0.84153,                0.95281,                0.97231,                 0.9651,                0.66976,                 1.5931,                0.45424,                 1.0202,             0.00053883,             0.00053883,             0.00053883
                    345,                0.76168,                0.34661,                0.84467,                0.93796,                 0.9481,                0.95957,                0.66783,                 1.5939,                0.45804,                 1.0144,             0.00053554,             0.00053554,             0.00053554
                    346,                0.73435,                0.33343,                0.85071,                0.94419,                0.95584,                0.96202,                0.66721,                 1.5954,                0.46744,                 1.0119,             0.00053225,             0.00053225,             0.00053225
                    347,                0.75134,                0.33443,                0.85824,                0.96895,                0.97436,                0.97644,                0.66607,                 1.6038,                0.46883,                 1.0132,             0.00052896,             0.00052896,             0.00052896
                    348,                0.72263,                0.32197,                0.85684,                0.97141,                0.94265,                0.96592,                0.66837,                 1.5943,                0.46903,                 1.0123,             0.00052567,             0.00052567,             0.00052567
                    349,                0.81382,                0.35766,                0.85039,                0.96768,                0.95052,                 0.9662,                 0.6682,                 1.5773,                0.46544,                 1.0088,             0.00052238,             0.00052238,             0.00052238
                    350,                0.72572,                0.32824,                0.85196,                0.96266,                0.95241,                0.96599,                0.67989,                 1.5583,                0.46261,                 1.0072,              0.0005191,              0.0005191,              0.0005191
                    351,                0.77522,                0.33548,                0.85518,                0.98255,                0.96846,                0.97954,                0.67581,                 1.5412,                0.46191,                 1.0034,             0.00051581,             0.00051581,             0.00051581
                    352,                0.67219,                0.31631,                0.85151,                0.95072,                0.94302,                0.96402,                0.66718,                 1.5571,                 0.4545,                 1.0046,             0.00051252,             0.00051252,             0.00051252
                    353,                 0.7013,                0.31921,                0.85101,                 0.9573,                0.94302,                0.96459,                0.67405,                 1.5575,                0.44264,                 1.0046,             0.00050923,             0.00050923,             0.00050923
                    354,                0.72174,                0.31828,                0.86032,                0.95948,                0.94302,                0.96402,                0.68152,                 1.5471,                0.44854,                 1.0036,             0.00050594,             0.00050594,             0.00050594
                    355,                0.77184,                0.33954,                0.85849,                0.96096,                0.94302,                0.96354,                0.67597,                 1.5388,                 0.4412,                 1.0011,             0.00050265,             0.00050265,             0.00050265
                    356,                0.77702,                0.34115,                 0.8633,                0.94946,                0.95454,                0.96352,                0.68165,                 1.5286,                0.43551,                0.99981,             0.00049936,             0.00049936,             0.00049936
                    357,                0.73773,                0.32705,                0.84284,                0.96409,                0.95386,                0.96379,                0.67614,                 1.5346,                0.44665,                0.99989,             0.00049607,             0.00049607,             0.00049607
                    358,                0.76644,                0.33975,                0.86293,                0.96221,                0.95368,                0.96281,                0.67922,                 1.5304,                0.44381,                0.99868,             0.00049278,             0.00049278,             0.00049278
                    359,                0.77769,                0.34372,                0.85387,                0.96052,                0.94302,                0.95888,                0.67685,                 1.5478,                0.44389,                 1.0076,             0.00048949,             0.00048949,             0.00048949
                    360,                0.74162,                0.33481,                0.86632,                 0.9614,                0.94302,                0.95301,                0.66146,                 1.5577,                0.43761,                 1.0108,              0.0004862,              0.0004862,              0.0004862
                    361,                0.70846,                0.32526,                0.86605,                 0.9618,                0.94302,                0.95937,                0.65777,                 1.5602,                0.43576,                 1.0122,             0.00048292,             0.00048292,             0.00048292
                    362,                0.78097,                 0.3332,                0.86517,                0.96219,                0.94302,                0.95347,                0.66161,                  1.545,                0.43606,                   1.01,             0.00047963,             0.00047963,             0.00047963
                    363,                0.71259,                0.31912,                0.87314,                0.96207,                0.94302,                0.95349,                0.66275,                 1.5435,                0.43284,                 1.0084,             0.00047634,             0.00047634,             0.00047634
                    364,                0.68721,                0.32244,                0.83755,                0.96133,                0.94302,                 0.9633,                0.67662,                 1.5487,                0.44877,                  1.008,             0.00047305,             0.00047305,             0.00047305
                    365,                0.75072,                0.32448,                 0.8546,                0.96431,                0.94302,                0.96423,                 0.6774,                 1.5409,                0.44928,                 1.0049,             0.00046976,             0.00046976,             0.00046976
                    366,                0.73492,                0.32461,                0.85939,                0.96522,                0.94084,                0.96277,                0.67013,                 1.5466,                0.44829,                 1.0063,             0.00046647,             0.00046647,             0.00046647
                    367,                0.69329,                0.31486,                0.84556,                0.96065,                0.94071,                 0.9632,                0.66956,                 1.5503,                0.45319,                  1.004,             0.00046318,             0.00046318,             0.00046318
                    368,                0.69754,                0.32595,                0.84125,                0.96521,                0.93533,                0.96341,                0.66678,                 1.5889,                0.46988,                 1.0052,             0.00045989,             0.00045989,             0.00045989
                    369,                0.77409,                0.33503,                0.88016,                0.96094,                0.94047,                0.96138,                0.65333,                 1.6118,                0.46769,                 1.0078,              0.0004566,              0.0004566,              0.0004566
                    370,                 0.8498,                0.34766,                0.86067,                0.96456,                0.94071,                0.96136,                0.65967,                 1.5972,                0.46234,                 1.0072,             0.00045331,             0.00045331,             0.00045331
                    371,                0.78392,                0.33635,                0.86068,                0.96455,                0.94302,                0.96173,                0.66493,                 1.6013,                 0.4644,                 1.0088,             0.00045002,             0.00045002,             0.00045002
                    372,                0.77208,                0.33514,                0.85204,                0.96407,                0.94302,                0.96436,                0.67225,                 1.6062,                0.45106,                 1.0159,             0.00044673,             0.00044673,             0.00044673
                    373,                0.76797,                0.33739,                0.86753,                0.95895,                0.94302,                0.96452,                0.66847,                 1.6104,                0.45701,                 1.0185,             0.00044345,             0.00044345,             0.00044345
                    374,                0.81739,                0.33639,                0.85037,                0.96494,                0.94302,                0.96439,                0.66545,                 1.5983,                0.44209,                 1.0183,             0.00044016,             0.00044016,             0.00044016
                    375,                0.79201,                0.33758,                0.88682,                0.96511,                0.94302,                0.96508,                0.67478,                 1.5938,                0.45261,                 1.0195,             0.00043687,             0.00043687,             0.00043687
                    376,                0.69878,                0.31577,                0.84674,                0.96488,                0.94302,                0.96749,                0.66606,                 1.5758,                0.44414,                 1.0145,             0.00043358,             0.00043358,             0.00043358
